"","#","label","duration","start time","end time","peak ampl(mean)","peak freq(0)","peak freq(1)","peak freq(2)","peak freq(3)","peak freq(4)","peak freq(5)","peak freq(6)","peak freq(7)","peak freq(8)","peak freq(9)","peak freq(10)","peak freq(11)","peak freq(12)","peak freq(13)","peak freq(14)","peak freq(15)","peak freq(16)","peak freq(17)","peak freq(18)","peak freq(19)","peak freq(20)","peak freq(21)","peak freq(22)","peak freq(23)","peak freq(24)","peak freq(25)","peak freq(26)","peak freq(27)","peak freq(28)","peak freq(29)","peak freq(30)","peak freq(31)","peak freq(32)","peak freq(33)","peak freq(34)","peak freq(35)","peak freq(36)","peak freq(37)","peak freq(38)","peak freq(39)","peak freq(40)","peak freq(41)","peak freq(42)","peak freq(43)","peak freq(44)","peak freq(45)","peak freq(46)","peak freq(47)","peak freq(48)","peak freq(49)","file"
"922",589,"short",0.0035,244.3499,244.3535,-64.37,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55600,55600,55600,55600,55600,55600,55600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,NA,"T0000061"
"923",600,"short",0.002,250.2369,250.2389,-62.18,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,56100,"T0000061"
"924",601,"short",0.0112,250.2676,250.2789,-64.68,55600,55600,55600,55600,55600,56100,56100,56100,56100,56600,56600,56600,57100,57100,57100,57100,57600,57600,57600,57600,57600,57600,57600,58100,58100,58100,58100,58100,58100,NA,NA,NA,NA,NA,58500,58500,58500,58500,58500,58500,58500,58500,58500,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"925",611,"flat",0.0184,265.1115,265.1299,-58.35,54600,54600,54600,54600,54600,55100,55600,55600,55600,55600,55600,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,57100,57100,57100,57100,57600,57600,57600,57600,58100,58100,58100,58100,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,59000,58500,58500,58500,58500,NA,NA,"T0000061"
"926",612,"flat",0.0153,265.1647,265.1801,-55.03,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53200,53200,53200,53200,53200,53700,53700,53200,53200,53200,53200,52700,"T0000061"
"927",614,"short",0.0051,265.454,265.4591,-81.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"928",619,"flat",0.0348,267.6085,267.6434,-68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,50200,NA,NA,49300,48800,48800,48300,48300,48300,48300,48300,48300,48300,NA,47800,47800,47800,47300,47300,46800,NA,NA,NA,NA,46300,46300,NA,NA,NA,NA,46300,NA,NA,NA,47800,47800,47800,NA,NA,NA,"T0000061"
"929",624,"short",0.0081,280.9891,280.9973,-55.69,66400,66400,66400,66400,66400,66400,66400,65900,65900,65900,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66800,66800,66800,66800,66800,66800,66800,"T0000061"
"930",631,"short",0.0112,319.9784,319.9897,-58.19,NA,NA,NA,48300,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,48800,48800,48800,48800,48800,NA,NA,48300,48300,48300,48300,NA,"T0000061"
"931",667,"flat",0.0532,445.9202,445.9735,-93.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48300,NA,48300,NA,NA,"T0000061"
"932",668,"flat",0.0394,446.125,446.1644,-61.49,42400,41900,42400,42900,42900,43400,43400,43900,43900,44400,44400,44400,44900,44900,45400,44900,NA,45400,45800,45800,45800,46300,46300,46300,46300,46300,46800,46300,46300,46300,46300,46300,45800,45800,45800,45800,45400,45400,45400,NA,NA,NA,45800,45800,45800,45800,46300,46300,46300,46800,"T0000061"
"933",669,"flat",0.064,446.6283,446.6923,-46.86,46800,47300,47800,48300,48800,48800,49300,49300,49800,49800,49800,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50200,50700,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,49800,49800,49800,49300,49300,48300,NA,"T0000061"
"934",670,"flat-z",0.0537,447.1423,447.1961,-60.44,48800,49300,NA,49300,49800,49800,49800,49800,50200,50200,50200,50700,50700,50700,50700,50700,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,52200,52200,52700,52700,53200,53200,53200,53700,53700,53700,53700,53700,53700,54100,54100,NA,NA,NA,NA,NA,50200,49800,NA,"T0000061"
"935",672,"flat",0.0476,447.6528,447.7004,-59.51,NA,NA,NA,NA,NA,52700,52700,52700,52700,52700,52700,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52700,52700,53200,53700,54100,54100,54600,55100,55100,55600,55600,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56100,"T0000061"
"936",673,"flat",0.025,448.1802,448.2053,-71.73,NA,NA,NA,NA,50200,NA,NA,NA,NA,NA,NA,NA,NA,50700,50700,50200,50700,50700,50700,50700,50700,50700,50700,NA,NA,50700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,50700,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"937",674,"short",0.0051,449.8887,449.8938,-75.25,47800,47800,47800,47800,47800,NA,NA,NA,NA,NA,48300,48300,48300,48300,48300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"938",679,"flat-z",0.0312,467.2675,467.2988,-63.48,46300,NA,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,46800,47300,46800,46800,46300,46300,45800,45800,NA,44900,44900,44400,NA,44400,44400,NA,43900,NA,43900,NA,43900,43900,NA,44400,44900,44900,45400,45400,45800,46300,46800,46800,47300,47800,47800,47800,NA,"T0000061"
"939",685,"flat",0.0522,501.9176,501.9699,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"940",686,"flat",0.0409,502.4163,502.4573,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"941",688,"flat",0.0343,515.6259,515.6602,-70.39,54100,54100,54100,54600,54600,54600,54100,54100,NA,NA,NA,NA,NA,NA,NA,NA,55100,55100,55600,55600,55100,55100,NA,NA,NA,56100,56100,56100,56100,NA,NA,NA,NA,NA,NA,NA,57600,58100,58100,58100,58100,58500,58500,58500,58500,59000,59000,58500,59000,59500,"T0000061"
"942",689,"flat",0.0573,516.7252,516.7825,-71.73,NA,NA,NA,NA,41000,40500,40500,NA,NA,NA,40500,40500,40500,40500,40500,NA,NA,NA,40500,40500,40500,41000,40500,40500,40500,40000,NA,NA,40000,40000,NA,40000,40000,NA,NA,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"943",690,"flat",0.0343,525.1051,525.1394,-73.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,NA,59500,59500,59500,NA,59500,59500,59500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58500,58500,58500,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"944",691,"flat",0.024,528.5422,528.5662,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"945",692,"flat",0.0158,528.7987,528.8145,-81.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51200,51200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"946",694,"complex",0.1648,529.4745,529.6394,-67.29,NA,NA,49800,NA,50700,50200,NA,NA,50700,50700,50700,50700,50700,50700,50700,51200,NA,NA,53200,NA,52700,51200,50700,50200,NA,48800,48300,NA,47800,47800,47800,NA,48300,48800,49300,49800,50200,NA,NA,50200,50200,50200,49800,49300,48800,48300,47300,NA,NA,NA,"T0000061"
"947",695,"flat",0.0855,530.2061,530.2916,-65.01,NA,NA,NA,NA,NA,NA,NA,NA,46800,NA,NA,NA,NA,NA,NA,48800,48800,48800,49300,49300,49300,49300,49800,49800,49800,49800,50200,49800,49800,50200,49800,50200,NA,NA,NA,NA,NA,NA,50700,NA,NA,49800,49800,49800,49300,48800,NA,NA,NA,NA,"T0000061"
"948",696,"flat",0.0931,530.4867,530.5799,-69.79,NA,NA,NA,NA,NA,NA,NA,NA,51200,NA,51200,51700,51700,NA,52700,53200,53200,NA,53200,53200,NA,52200,51700,51200,50700,50700,50200,NA,49800,49800,49300,NA,NA,NA,NA,48300,48300,48300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"949",698,"flat",0.0547,568.812,568.8668,-57.46,NA,49800,50200,50700,50700,51200,51200,51200,NA,50200,50700,51200,51200,51200,51200,51200,51200,51200,51700,51200,51700,51700,51700,51700,51700,51700,51200,51700,51200,51700,51200,51200,51200,NA,NA,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,NA,NA,50200,NA,"T0000061"
"950",699,"short",0.0071,569.7382,569.7454,-59.68,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,NA,NA,NA,47800,"T0000061"
"951",700,"flat",0.0312,569.7669,569.7981,-52.17,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45400,44900,44900,NA,"T0000061"
"952",937,"short",0.0066,668.3883,668.395,-59.16,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,55600,55600,55600,56100,56100,56100,56100,55600,55600,55600,55600,55600,55600,55600,NA,NA,NA,NA,NA,NA,NA,NA,55600,55600,55600,55600,54600,54600,54600,NA,"T0000061"
"953",1025,"short",0.0092,745.0552,745.0644,-77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"954",1062,"flat",0.024,786.88,786.904,-67.29,NA,NA,NA,46300,NA,NA,NA,NA,47300,NA,NA,NA,NA,NA,NA,NA,NA,47300,NA,47300,47300,47300,47300,47300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,50200,50700,50700,51200,50700,50700,50700,50200,NA,NA,NA,NA,"T0000061"
"955",1066,"flat",0.0296,793.2078,793.2374,-79.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,62900,NA,NA,NA,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"956",1067,"flat",0.0286,793.2749,793.3035,-79.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56600,NA,NA,NA,NA,NA,56600,NA,56600,56100,56100,NA,NA,56100,56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"957",1072,"flat",0.0163,797.1502,797.1665,-87.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54600,54600,NA,NA,"T0000061"
"958",1073,"flat",0.0358,797.5444,797.5802,-66.07,48800,NA,NA,NA,NA,NA,NA,NA,49800,49800,50200,50200,50200,50200,50700,50200,50200,50700,50200,50700,50200,50700,50200,50200,50200,50200,50200,50200,50200,NA,NA,NA,NA,NA,NA,48800,NA,48800,48800,49300,NA,NA,NA,NA,NA,NA,NA,49800,NA,NA,"T0000061"
"959",1074,"short",0.0066,797.9612,797.9678,-75.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,57100,57100,NA,NA,NA,NA,57100,57100,57100,57100,57100,57100,57100,57100,NA,NA,NA,NA,"T0000061"
"960",1098,"flat-z",0.0373,903.0297,903.0671,-81.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47800,47300,47800,47300,NA,47300,47300,46800,NA,NA,NA,NA,NA,NA,"T0000061"
"961",1100,"complex",0.1382,913.0209,913.1591,-73.31,NA,60000,60000,NA,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,NA,62000,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"962",1103,"flat",0.0778,951.8264,951.9042,-54.42,56100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55100,55100,54600,55100,54600,54600,54600,54600,54100,54600,55100,54600,55100,54600,54600,54600,54600,54600,55100,55100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55100,55100,54600,NA,"T0000061"
"963",1104,"flat",0.1141,964.1968,964.311,-83.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,NA,NA,46800,47300,NA,NA,NA,NA,"T0000061"
"964",1105,"flat",0.0522,964.5859,964.6381,-73.31,NA,NA,NA,NA,NA,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,46300,46800,NA,NA,46800,47300,47300,47300,47300,"T0000061"
"965",1107,"flat",0.0865,972.3868,972.4733,-153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"966",1108,"short",0.0056,1051.5123,1051.5179,-87.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"967",1110,"flat",0.023,1064.0235,1064.0466,-81.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,NA,NA,NA,NA,NA,NA,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"968",1115,"flat",0.0322,1115.7232,1115.7554,-87.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"969",1124,"flat",0.0194,1209.6793,1209.6988,-64.68,NA,NA,NA,NA,NA,NA,NA,NA,60000,60000,NA,60500,61000,61000,61000,61000,61000,61500,61500,61500,61000,61500,NA,NA,NA,61000,61000,61000,61000,NA,NA,NA,NA,NA,NA,NA,NA,60500,60500,60500,60500,60500,60000,60000,60000,60000,60000,60000,60000,60000,"T0000061"
"970",1134,"short-dr",0.0061,1457.6624,1457.6685,-87.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"971",1135,"flat",0.0179,1458.114,1458.1319,-52.56,45400,45400,44900,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,44900,44900,44900,44400,44400,44400,43900,43900,43900,43400,43400,43400,42900,42400,41900,41900,NA,NA,NA,NA,NA,NA,"T0000061"
"972",1136,"short",0.0015,1458.2891,1458.2906,-61.71,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,NA,"T0000061"
"973",1137,"short",0.0087,1458.3321,1458.3408,-63.21,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,39000,39000,39000,39000,39000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"974",1138,"flat",0.0128,1458.7601,1458.7729,-60.05,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,40500,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,38500,38500,38500,38500,38000,38000,38000,38000,NA,NA,"T0000061"
"975",1139,"short",0.0035,1458.8179,1458.8216,-71.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,45400,45400,NA,NA,NA,NA,NA,NA,NA,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"976",1140,"short",0.0015,1458.9833,1458.9849,-64.37,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,"T0000061"
"977",1141,"short",0.0066,1459.1892,1459.1959,-51.65,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,37500,37500,NA,"T0000061"
"978",1142,"flat",0.0215,1459.6453,1459.6669,-58.19,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,40000,40500,40000,40000,40000,39500,39500,39500,39500,39000,38500,38500,38500,38500,38000,38000,38000,37500,37100,37500,37500,37100,37100,37100,36600,36600,36600,"T0000061"
"979",1143,"short",0.0035,1460.1343,1460.1379,-60.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,NA,NA,NA,NA,NA,NA,NA,37500,37500,37500,37500,37500,37500,37500,NA,"T0000061"
"980",1144,"short",0.0015,1460.6341,1460.6356,-56.04,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,NA,"T0000061"
"981",1145,"short",0.0076,1460.6729,1460.6806,-77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,46300,46300,NA,NA,NA,46300,46300,46300,46800,46800,46800,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"982",1146,"short",0.0102,1461.1762,1461.1865,-66.86,NA,NA,NA,59500,59500,59000,59000,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,56100,56100,56100,NA,NA,NA,NA,NA,"T0000061"
"983",1147,"flat",0.0153,1461.2233,1461.2387,-51.87,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,43900,"T0000061"
"984",1148,"short",0.0056,1461.7983,1461.804,-55.36,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,NA,"T0000061"
"985",1149,"short",0.0102,1461.9934,1462.0036,-83.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"986",1150,"short",0.0051,1465.6153,1465.6204,-68.7,NA,NA,NA,NA,NA,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,84400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83400,83400,83400,83400,83400,NA,NA,NA,NA,NA,"T0000061"
"987",1176,"flat",0.0143,1526.1793,1526.1936,-52.56,55600,55600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55100,55100,55100,55100,55100,55100,55600,55100,"T0000061"
"988",1177,"flat",0.0215,1527.0543,1527.0758,-52.56,57600,57600,57600,57100,57100,57100,57100,57100,57100,57600,57100,57100,57100,57100,57100,57100,57100,57100,57100,56600,57100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57600,57600,57600,57600,57600,58100,"T0000061"
"989",1178,"flat",0.0194,1527.4332,1527.4526,-59.16,52200,52200,52200,52700,53700,53700,NA,54600,55100,55100,54600,55100,55600,55600,55600,56100,56100,56100,56100,56100,56600,56600,56600,56600,57100,57100,57100,57100,57600,57600,57600,57600,57600,58100,58100,58100,58100,58100,58100,NA,58100,58100,NA,NA,NA,NA,58500,58500,58500,58500,"T0000061"
"990",1179,"flat",0.0435,1571.7324,1571.776,-83.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47800,47800,NA,NA,NA,NA,NA,NA,48300,NA,NA,NA,48800,NA,NA,NA,NA,NA,"T0000061"
"991",1182,"flat",0.0312,1646.9892,1647.0205,-93.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
"992",1320,"short",0.0025,1683.5133,1683.5158,-54.32,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,NA,"T0000061"
"993",1323,"short",0.0046,1683.6833,1683.6879,-66.86,NA,NA,NA,NA,NA,NA,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,44400,44400,44400,44400,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T0000061"
